Date_1h,Open_1h,High_1h,Low_1h,Close_1h,Vol_1h,Date,Hour
2021-03-06 20:00:00.000,48365.9,48737.5,48252.1,48525.5,286.0290353 ,2021-03-06,20
2021-03-06 21:00:00.000,48528,48727.1,48269.9,48594.5,246.983135,2021-03-06,21
2021-03-06 22:00:00.000,48594.6,49199,48468.1,48932,216.2667515 ,2021-03-06,22
2021-03-06 23:00:00.000,48925.7,49119.3,48813,48878.5,262.2093748 ,2021-03-06,23
2021-03-07 00:00:00.000,48887.5,49317.8,48887.5,49209.8,354.4132147 ,2021-03-07,0
2021-03-07 01:00:00.000,49209.7,49490,48989,49110.5,377.1160725 ,2021-03-07,1
2021-03-07 02:00:00.000,49110.5,49848.5,49058.9,49556.3,523.8268381 ,2021-03-07,2
2021-03-07 03:00:00.000,49556.3,49899,49450.1,49555.7,424.8797636 ,2021-03-07,3
2021-03-07 04:00:00.000,49555.1,49688.6,49300,49425.7,228.0472384 ,2021-03-07,4
2021-03-07 05:00:00.000,49425.7,49458,49111,49348,241.1686695 ,2021-03-07,5
2021-03-07 06:00:00.000,49346.7,49648.2,49149.2,49470.4,243.0013019 ,2021-03-07,6
2021-03-07 07:00:00.000,49471.8,50168,49322.2,50053,415.7732287 ,2021-03-07,7
2021-03-07 08:00:00.000,50039.8,50823,50039.8,50388.3,762.0041605 ,2021-03-07,8
2021-03-07 09:00:00.000,50378.9,51149.9,50378.9,50942.8,571.4522624 ,2021-03-07,9
2021-03-07 10:00:00.000,50946.5,50991.3,50463.8,50617.6,370.8450194 ,2021-03-07,10
2021-03-07 11:00:00.000,50617.7,50912.3,50484.3,50699.7,329.5962839 ,2021-03-07,11
2021-03-07 12:00:00.000,50704.7,50846.5,50408.7,50774,273.8623856 ,2021-03-07,12
2021-03-07 13:00:00.000,50774,50850,50506,50772.1,235.1499683 ,2021-03-07,13
2021-03-07 14:00:00.000,50772.1,51273,50150,50654.2,668.1585457 ,2021-03-07,14
2021-03-07 15:00:00.000,50654.5,50838,50389,50588.2,278.0237833 ,2021-03-07,15
2021-03-07 16:00:00.000,50591.2,51367.8,50591.1,51060,635.1446946 ,2021-03-07,16
2021-03-07 17:00:00.000,51060.1,51136.4,50794.3,51079.9,286.6334351 ,2021-03-07,17
2021-03-07 18:00:00.000,51079.9,51088,50379.7,50409,294.6432278 ,2021-03-07,18
2021-03-07 19:00:00.000,50420.1,50581.2,50258,50384.3,256.5732675 ,2021-03-07,19
2021-03-07 20:00:00.000,50379.1,50379.1,49760,50054.7,353.3076965 ,2021-03-07,20
2021-03-07 21:00:00.000,50054.8,50255.1,49838.1,50089.8,186.1941668 ,2021-03-07,21
2021-03-07 22:00:00.000,50088.8,50779.3,50000,50502.9,199.9540459 ,2021-03-07,22
2021-03-07 23:00:00.000,50500.6,51463.9,50485,50979.5,507.2989443 ,2021-03-07,23
2021-03-08 00:00:00.000,50975.2,51685,50843.9,51493.7,638.5730699 ,2021-03-08,0
2021-03-08 01:00:00.000,51501.3,51829.9,51282.1,51555.5,500.3254036 ,2021-03-08,1
2021-03-08 02:00:00.000,51559.9,51579.9,50500,50725.5,899.8948755 ,2021-03-08,2
2021-03-08 03:00:00.000,50725.4,50791.6,50241.7,50591.5,728.6334669 ,2021-03-08,3
2021-03-08 04:00:00.000,50588.8,50588.8,50100.1,50419.4,674.3702956 ,2021-03-08,4
2021-03-08 05:00:00.000,50408.7,50816.2,50350.1,50766.6,637.6447425 ,2021-03-08,5
2021-03-08 06:00:00.000,50766,50939.8,50132.6,50256,1016.386932 ,2021-03-08,6
2021-03-08 07:00:00.000,50255.9,50420.9,49506.7,49738.9,773.5339725 ,2021-03-08,7
2021-03-08 08:00:00.000,49746.5,49873.4,49254.2,49873.3,517.7249505 ,2021-03-08,8
2021-03-08 09:00:00.000,49868.3,50080,49388.3,49873.1,511.425038,2021-03-08,9
2021-03-08 10:00:00.000,49876.9,50263.5,49682.7,50057.6,390.040229,2021-03-08,10
2021-03-08 11:00:00.000,50056,50563.2,49871.6,50479.8,370.361206,2021-03-08,11
2021-03-08 12:00:00.000,50495.5,50544.8,50102.9,50259.9,428.2161978 ,2021-03-08,12
2021-03-08 13:00:00.000,50258.5,51060.2,50253.9,50991.1,810.6594095 ,2021-03-08,13
2021-03-08 14:00:00.000,50981,51268.4,50127.2,50754,771.6566535 ,2021-03-08,14
2021-03-08 15:00:00.000,50753.9,51223.3,50417.1,51057.7,655.2288556 ,2021-03-08,15
2021-03-08 16:00:00.000,51065.9,51191.1,50542.9,50648.3,404.5120229 ,2021-03-08,16
2021-03-08 17:00:00.000,50656.3,50874.2,50624.2,50798.3,265.6810249 ,2021-03-08,17
2021-03-08 18:00:00.000,50799.2,51080,50731.8,50800,213.827145,2021-03-08,18
2021-03-08 19:00:00.000,50800,51479.9,50782.5,51310.9,268.0111487 ,2021-03-08,19
2021-03-08 20:00:00.000,51309.3,51991.5,51231.7,51755.4,497.0432157 ,2021-03-08,20
2021-03-08 21:00:00.000,51759.6,51934.4,51501.5,51847.2,302.1874543 ,2021-03-08,21
2021-03-08 22:00:00.000,51847.2,51891.8,51295.1,51594.6,160.084883,2021-03-08,22
2021-03-08 23:00:00.000,51594.7,52393.4,51594.7,52377.3,353.0574222 ,2021-03-08,23
2021-03-09 00:00:00.000,52377.4,52548.3,51821.5,52020.3,672.6964208 ,2021-03-09,0
2021-03-09 01:00:00.000,52013.9,53721,51987.7,53544,1661.747144 ,2021-03-09,1
2021-03-09 02:00:00.000,53549.3,53769.1,53243.3,53584.2,752.5216041 ,2021-03-09,2
2021-03-09 03:00:00.000,53584.2,54079.1,53450,53842.7,850.6510167 ,2021-03-09,3
2021-03-09 04:00:00.000,53844.7,54033,53486.4,53684.2,536.2365425 ,2021-03-09,4
2021-03-09 05:00:00.000,53682.8,54391.1,53682.8,54252.4,514.0357508 ,2021-03-09,5
2021-03-09 06:00:00.000,54252.4,54438.6,53755.8,53846.9,383.2671274 ,2021-03-09,6
2021-03-09 07:00:00.000,53846.9,53885.5,53394.5,53546.1,412.469794,2021-03-09,7
2021-03-09 08:00:00.000,53547.6,54158.8,53290,54022.4,437.0676586 ,2021-03-09,8
2021-03-09 09:00:00.000,54022.4,54279.8,53861.8,54108.4,328.6138173 ,2021-03-09,9
2021-03-09 10:00:00.000,54108.5,54358.6,53880,54169,414.1572038 ,2021-03-09,10
2021-03-09 11:00:00.000,54170.6,54291.1,53927.6,54236.2,305.0308847 ,2021-03-09,11
2021-03-09 12:00:00.000,54233.4,54233.4,53550.1,53732.8,421.9049141 ,2021-03-09,12
2021-03-09 13:00:00.000,53732.9,54796,53661.5,54788.1,573.8642472 ,2021-03-09,13
2021-03-09 14:00:00.000,54788.6,54788.6,54234.6,54480.1,594.2166325 ,2021-03-09,14
2021-03-09 15:00:00.000,54480.1,54511.5,53829.5,54089,357.0876718 ,2021-03-09,15
2021-03-09 16:00:00.000,54083.1,54335.6,53744.9,54080.1,303.3280642 ,2021-03-09,16
2021-03-09 17:00:00.000,54080.1,54272.9,53770.1,53799.5,147.8409393 ,2021-03-09,17
2021-03-09 18:00:00.000,53801.4,54042.9,53600,53889.5,180.1754282 ,2021-03-09,18
2021-03-09 19:00:00.000,53884.4,54219.3,53788.6,54102.2,134.6900146 ,2021-03-09,19
2021-03-09 20:00:00.000,54102.1,54576.9,54041.1,54321.8,193.1108387 ,2021-03-09,20
2021-03-09 21:00:00.000,54321.7,54524.3,53880,54278.1,163.3103693 ,2021-03-09,21
2021-03-09 22:00:00.000,54283.3,54860,54145.2,54808.1,170.1897693 ,2021-03-09,22
2021-03-09 23:00:00.000,54808.1,54888,54474.1,54883.3,260.8220981 ,2021-03-09,23
2021-03-10 00:00:00.000,54873.7,55763,54668.9,55515.2,1094.44693,2021-03-10,0
2021-03-10 01:00:00.000,55515.2,55823.2,54472.2,54674.1,684.0346627 ,2021-03-10,1
2021-03-10 02:00:00.000,54674,54674,53237.1,53927.2,1254.599294 ,2021-03-10,2
2021-03-10 03:00:00.000,53926,54110,53151.7,53460.9,573.7756912 ,2021-03-10,3
2021-03-10 04:00:00.000,53465.1,53809.3,53327.2,53649.9,386.8145033 ,2021-03-10,4
2021-03-10 05:00:00.000,53649.9,53687,53018,53649.3,397.7540442 ,2021-03-10,5
2021-03-10 06:00:00.000,53649.3,54071.7,53512.1,53872.5,346.0909437 ,2021-03-10,6
2021-03-10 07:00:00.000,53872.5,54398,53832.2,54189,459.7647682 ,2021-03-10,7
2021-03-10 08:00:00.000,54180.8,54741,54040,54640,592.8926758 ,2021-03-10,8
2021-03-10 09:00:00.000,54640.1,55452.2,54308.7,55121.4,714.8673659 ,2021-03-10,9
2021-03-10 10:00:00.000,55124.2,55126.9,54685.3,54819.4,410.9558586 ,2021-03-10,10
2021-03-10 11:00:00.000,54822.4,54989.9,54505.9,54833.9,411.8512097 ,2021-03-10,11
2021-03-10 12:00:00.000,54843.5,55483.6,54838.5,55212.7,347.2614787 ,2021-03-10,12
2021-03-10 13:00:00.000,55214,56315.3,55144.5,56266.3,680.2319116 ,2021-03-10,13
2021-03-10 14:00:00.000,56262.8,56376,55756.5,56098.1,490.9262713 ,2021-03-10,14
2021-03-10 15:00:00.000,56101.5,56486,55960.2,56351,532.0494826 ,2021-03-10,15
2021-03-10 16:00:00.000,56341.3,57068.7,56103.2,57005.3,570.1475393 ,2021-03-10,16
2021-03-10 17:00:00.000,57006.6,57112.8,56372.5,56873.8,582.1736819 ,2021-03-10,17
2021-03-10 18:00:00.000,56868.9,57141.5,56577,56736.7,318.0867886 ,2021-03-10,18
2021-03-10 19:00:00.000,56730.3,57434.8,56579.7,56735.9,455.6080387 ,2021-03-10,19
2021-03-10 20:00:00.000,56750,56886.6,56051.1,56274.3,517.3239453 ,2021-03-10,20
2021-03-10 21:00:00.000,56271.4,57020.4,55534.6,56916.3,450.73343 ,2021-03-10,21
2021-03-10 22:00:00.000,56918.4,57210.5,56504.4,56907.7,186.6345197 ,2021-03-10,22
2021-03-10 23:00:00.000,56907.7,56950.4,55804.2,55865.9,462.3377184 ,2021-03-10,23
2021-03-11 00:00:00.000,55860.4,56489.6,55487.4,55612.6,797.9298271 ,2021-03-11,0
2021-03-11 01:00:00.000,55606.1,55942.9,55168.1,55781.9,579.8517713 ,2021-03-11,1
2021-03-11 02:00:00.000,55780.6,56319.9,55642,56318.2,557.7021204 ,2021-03-11,2
2021-03-11 03:00:00.000,56313.2,56474.8,55593.4,55984.9,515.3613683 ,2021-03-11,3
2021-03-11 04:00:00.000,55999.9,56162.9,55611.8,55829.2,506.3455319 ,2021-03-11,4
2021-03-11 05:00:00.000,55834.7,55834.7,55200,55275.4,528.5542549 ,2021-03-11,5
2021-03-11 06:00:00.000,55275.3,55770.6,55018.1,55571.7,520.7066973 ,2021-03-11,6
2021-03-11 07:00:00.000,55569.2,55789.5,55003,55030.1,576.4408021 ,2021-03-11,7
2021-03-11 08:00:00.000,55026,55090,54278.4,54767.2,1213.325868 ,2021-03-11,8
2021-03-11 09:00:00.000,54752.1,54918.3,54460,54486.4,377.3622174 ,2021-03-11,9
2021-03-11 10:00:00.000,54489.3,55600,54429.1,55539.7,846.5007903 ,2021-03-11,10
2021-03-11 11:00:00.000,55539.7,56272.5,55414.6,56236.3,715.4768371 ,2021-03-11,11
2021-03-11 12:00:00.000,56239.7,56438.1,55720,56275.2,781.3496983 ,2021-03-11,12
2021-03-11 13:00:00.000,56275.2,57010.1,56275.2,56928.6,1033.035158 ,2021-03-11,13
2021-03-11 14:00:00.000,56928.8,57246.4,56460,56809.9,877.9323803 ,2021-03-11,14
2021-03-11 15:00:00.000,56808.3,57094.3,55838.3,56341.5,971.0956147 ,2021-03-11,15
2021-03-11 16:00:00.000,56343.7,57013.9,56343.7,56874.8,787.1491531 ,2021-03-11,16
2021-03-11 17:00:00.000,56871.7,57052.7,56278.4,56808.6,588.9993164 ,2021-03-11,17
2021-03-11 18:00:00.000,56798.4,57679.5,56526,57513.3,816.3988394 ,2021-03-11,18
2021-03-11 19:00:00.000,57513.2,57644,56613.3,56820,605.6355231 ,2021-03-11,19
2021-03-11 20:00:00.000,56825.9,57599.9,56560.3,57452.2,574.7379874 ,2021-03-11,20
2021-03-11 21:00:00.000,57455.1,57900,57254.7,57572.2,705.6532328 ,2021-03-11,21
2021-03-11 22:00:00.000,57572.2,58000,57465,57880.9,431.3856718 ,2021-03-11,22
2021-03-11 23:00:00.000,57880,58145.9,57611.5,57786.2,557.7890921 ,2021-03-11,23
2021-03-12 00:00:00.000,57780,58083.3,56793.2,57345.7,978.1533922 ,2021-03-12,0
2021-03-12 01:00:00.000,57353.3,57625,56622.9,56907.8,700.1129036 ,2021-03-12,1
2021-03-12 02:00:00.000,56910.4,57109.6,56711.8,56964.3,507.2253316 ,2021-03-12,2
2021-03-12 03:00:00.000,56964.2,57267,56800.1,57103.8,537.3841057 ,2021-03-12,3
2021-03-12 04:00:00.000,57103.8,57234.9,56470.5,56695.3,613.1092379 ,2021-03-12,4
2021-03-12 05:00:00.000,56695.3,57272.5,56350,57164.6,636.4695205 ,2021-03-12,5
2021-03-12 06:00:00.000,57164.6,57428.4,56900.2,57057.6,328.8355411 ,2021-03-12,6
2021-03-12 07:00:00.000,57057.7,57057.7,56464.7,56680,402.4406067 ,2021-03-12,7
2021-03-12 08:00:00.000,56670.8,57099.3,56269.8,56510.9,735.007614,2021-03-12,8
2021-03-12 09:00:00.000,56505.9,56819.6,56305,56534.9,534.6778926 ,2021-03-12,9
2021-03-12 10:00:00.000,56534.8,56854.7,55823,56712.7,557.2070672 ,2021-03-12,10
2021-03-12 11:00:00.000,56709.1,57080,56359.8,56498.8,441.2018674 ,2021-03-12,11
2021-03-12 12:00:00.000,56498.8,56838.4,56185.2,56383.4,2053.559642 ,2021-03-12,12
2021-03-12 13:00:00.000,56383.4,56383.4,55030.9,55694.4,3501.607629 ,2021-03-12,13
2021-03-12 14:00:00.000,55694.4,56237.1,55360,56220,2363.305646 ,2021-03-12,14
2021-03-12 15:00:00.000,56220,57097.5,56040,56931.2,2509.672872 ,2021-03-12,15
2021-03-12 16:00:00.000,56933.1,57650,56933,57360,2259.76165,2021-03-12,16
2021-03-12 17:00:00.000,57360,57750,57058.7,57170.8,498.2783437 ,2021-03-12,17
2021-03-12 18:00:00.000,57170.9,57671.1,57071.3,57327.1,372.5963096 ,2021-03-12,18
2021-03-12 19:00:00.000,57336.1,57544.2,56702.6,56947,405.5449951 ,2021-03-12,19
2021-03-12 20:00:00.000,56947,57161.8,56401.9,56689.9,475.0820171 ,2021-03-12,20
2021-03-12 21:00:00.000,56690,57172.1,56260,56937.2,335.6433257 ,2021-03-12,21
2021-03-12 22:00:00.000,56937.2,57431.6,56859,57148.3,174.2771958 ,2021-03-12,22
2021-03-12 23:00:00.000,57146,57500,57146,57230,178.7472537 ,2021-03-12,23
2021-03-13 00:00:00.000,57230,57292.6,56291.9,56689.8,448.2554009 ,2021-03-13,0
2021-03-13 01:00:00.000,56689.8,56699.9,56082.4,56385.4,449.2281007 ,2021-03-13,1
2021-03-13 02:00:00.000,56383.6,56628.3,56087.5,56456.4,310.6527191 ,2021-03-13,2
2021-03-13 03:00:00.000,56463.3,56789.9,56301.4,56683.1,260.5391824 ,2021-03-13,3
2021-03-13 04:00:00.000,56683.1,56888.7,56255.3,56879,309.3678948 ,2021-03-13,4
2021-03-13 05:00:00.000,56879,57076.9,56611.2,56749.6,366.4661776 ,2021-03-13,5
2021-03-13 06:00:00.000,56749.6,57069.7,56506.2,56933.4,881.7294445 ,2021-03-13,6
2021-03-13 07:00:00.000,56933.4,57400.7,56760.1,57344.1,1784.139262 ,2021-03-13,7
2021-03-13 08:00:00.000,57347.8,57641.3,57126.2,57439.3,3002.348385 ,2021-03-13,8
2021-03-13 09:00:00.000,57439.3,57513.4,57263.1,57415.3,910.2579309 ,2021-03-13,9
